Bandit,Reward,Algorithm
3,4.1189486376457864,Epsilon-Greedy
3,3.4720908739837606,Epsilon-Greedy
3,5.179305360480449,Epsilon-Greedy
3,4.983766148052953,Epsilon-Greedy
3,4.9697220149227554,Epsilon-Greedy
3,3.8965402917982908,Epsilon-Greedy
3,3.5035215457855893,Epsilon-Greedy
3,3.3231974816242684,Epsilon-Greedy
3,3.507544889089029,Epsilon-Greedy
3,5.416751448481853,Epsilon-Greedy
3,5.52330555764557,Epsilon-Greedy
3,4.099673295069109,Epsilon-Greedy
3,4.874206527817154,Epsilon-Greedy
3,3.5318651390143345,Epsilon-Greedy
3,3.690344403811311,Epsilon-Greedy
3,2.6867285223030852,Epsilon-Greedy
3,3.9260254967413823,Epsilon-Greedy
3,4.068648575538522,Epsilon-Greedy
3,3.86047346705424,Epsilon-Greedy
3,5.138559606730233,Epsilon-Greedy
3,4.119679746736431,Epsilon-Greedy
3,3.739787944684497,Epsilon-Greedy
3,4.114172460432765,Epsilon-Greedy
3,3.0434500270128395,Epsilon-Greedy
3,5.928533652566904,Epsilon-Greedy
3,3.5718699594718424,Epsilon-Greedy
3,7.57624732021492,Epsilon-Greedy
3,3.095249951847544,Epsilon-Greedy
3,3.6627068419679065,Epsilon-Greedy
3,4.134296416055641,Epsilon-Greedy
3,2.5319207824601833,Epsilon-Greedy
3,2.9930238729352467,Epsilon-Greedy
3,2.1434970071320465,Epsilon-Greedy
3,4.146211973617412,Epsilon-Greedy
3,3.5642409133560244,Epsilon-Greedy
3,2.432885242392886,Epsilon-Greedy
3,4.971512020749578,Epsilon-Greedy
3,5.11356952611226,Epsilon-Greedy
3,4.276074325145101,Epsilon-Greedy
3,3.8156786189648715,Epsilon-Greedy
3,3.557474836563011,Epsilon-Greedy
3,3.823534344157001,Epsilon-Greedy
3,4.75244339020848,Epsilon-Greedy
3,3.3063165279463664,Epsilon-Greedy
3,4.501834117693341,Epsilon-Greedy
3,2.87115203543754,Epsilon-Greedy
3,3.4061912848022837,Epsilon-Greedy
3,5.535866720397692,Epsilon-Greedy
3,4.719655721084591,Epsilon-Greedy
3,4.439564986335082,Epsilon-Greedy
3,5.602256804914818,Epsilon-Greedy
3,5.096961250158881,Epsilon-Greedy
3,3.2076607131209802,Epsilon-Greedy
3,4.127638046339083,Epsilon-Greedy
3,3.7510406080869023,Epsilon-Greedy
3,3.039832536146821,Epsilon-Greedy
3,2.1016110217010597,Epsilon-Greedy
3,4.908705526532742,Epsilon-Greedy
3,5.869364478245695,Epsilon-Greedy
3,5.012856547213086,Epsilon-Greedy
3,3.899583867658765,Epsilon-Greedy
3,3.9029799363110613,Epsilon-Greedy
3,4.971468366647406,Epsilon-Greedy
3,4.933081171584734,Epsilon-Greedy
3,5.475629153961221,Epsilon-Greedy
3,4.471737409127431,Epsilon-Greedy
3,2.6397532610678347,Epsilon-Greedy
3,3.171879164386527,Epsilon-Greedy
3,2.8685502845397757,Epsilon-Greedy
3,3.2120527158406578,Epsilon-Greedy
3,2.5996940554785635,Epsilon-Greedy
3,3.442812649643415,Epsilon-Greedy
3,2.9714095326387495,Epsilon-Greedy
3,3.661308262690194,Epsilon-Greedy
3,3.8353775240143446,Epsilon-Greedy
3,3.441740829489293,Epsilon-Greedy
3,4.311891147070521,Epsilon-Greedy
3,4.813399203988672,Epsilon-Greedy
3,4.937903293048273,Epsilon-Greedy
3,2.585408793590444,Epsilon-Greedy
3,3.2453168901539806,Epsilon-Greedy
3,4.38217525271981,Epsilon-Greedy
3,4.843996572434892,Epsilon-Greedy
3,3.891579995262019,Epsilon-Greedy
3,3.6635427797734628,Epsilon-Greedy
3,4.01996912806818,Epsilon-Greedy
3,3.6945488985163704,Epsilon-Greedy
3,4.661589514871308,Epsilon-Greedy
3,5.022928439943586,Epsilon-Greedy
3,2.1640600095783142,Epsilon-Greedy
3,3.375528830951026,Epsilon-Greedy
3,4.520439024397717,Epsilon-Greedy
3,3.3273937927623347,Epsilon-Greedy
3,4.849445831191465,Epsilon-Greedy
3,3.5378806388721045,Epsilon-Greedy
3,4.792343922828237,Epsilon-Greedy
3,3.7849327681666254,Epsilon-Greedy
3,5.053113032757912,Epsilon-Greedy
3,3.011975312871808,Epsilon-Greedy
3,2.94169097730231,Epsilon-Greedy
3,3.0304239161873574,Epsilon-Greedy
3,1.8712888716799743,Epsilon-Greedy
3,2.9679914342444924,Epsilon-Greedy
3,3.7641667140775805,Epsilon-Greedy
3,4.418464079130767,Epsilon-Greedy
3,3.6889446852909757,Epsilon-Greedy
3,3.7911001719939947,Epsilon-Greedy
3,3.4108012232210134,Epsilon-Greedy
3,5.3932997746886535,Epsilon-Greedy
3,4.835226567594407,Epsilon-Greedy
3,2.8919897371152783,Epsilon-Greedy
3,4.197021093911857,Epsilon-Greedy
3,3.1041790979294177,Epsilon-Greedy
3,4.012814527534426,Epsilon-Greedy
3,3.6919885205013765,Epsilon-Greedy
3,1.745670853578249,Epsilon-Greedy
3,2.029898264259847,Epsilon-Greedy
3,3.85568185376169,Epsilon-Greedy
3,5.187733013279836,Epsilon-Greedy
3,5.752814198729087,Epsilon-Greedy
3,4.177034273446047,Epsilon-Greedy
3,3.321514408311919,Epsilon-Greedy
3,3.349086346111714,Epsilon-Greedy
3,3.415922830916327,Epsilon-Greedy
3,4.181846958432566,Epsilon-Greedy
3,3.1541670850883037,Epsilon-Greedy
3,4.156601562440806,Epsilon-Greedy
3,4.7517391466682835,Epsilon-Greedy
3,3.513562643389325,Epsilon-Greedy
3,3.5372473251734933,Epsilon-Greedy
3,3.6159375683568897,Epsilon-Greedy
3,4.265136326485294,Epsilon-Greedy
3,5.193047525851461,Epsilon-Greedy
3,5.04801212469852,Epsilon-Greedy
3,3.854400598513625,Epsilon-Greedy
3,3.9950540803132983,Epsilon-Greedy
3,3.6038385048789703,Epsilon-Greedy
3,4.422904429792175,Epsilon-Greedy
3,4.164901708482987,Epsilon-Greedy
3,3.549600840211087,Epsilon-Greedy
3,6.106052827120632,Epsilon-Greedy
3,4.137362182751407,Epsilon-Greedy
3,2.7463977753483615,Epsilon-Greedy
3,4.600637904312415,Epsilon-Greedy
3,3.3763700094106883,Epsilon-Greedy
3,5.381345703962975,Epsilon-Greedy
3,3.7512103845705016,Epsilon-Greedy
3,3.5883106336566435,Epsilon-Greedy
3,2.727220688480201,Epsilon-Greedy
3,5.300954792427824,Epsilon-Greedy
3,3.6917185128782117,Epsilon-Greedy
3,4.430785279965287,Epsilon-Greedy
3,2.705183747629558,Epsilon-Greedy
3,3.063529968674156,Epsilon-Greedy
3,1.4564053890607669,Epsilon-Greedy
3,3.3294109592067094,Epsilon-Greedy
3,4.049876945838694,Epsilon-Greedy
3,4.005420467295611,Epsilon-Greedy
3,5.130309933909715,Epsilon-Greedy
3,3.327866898853883,Epsilon-Greedy
3,3.776433451377269,Epsilon-Greedy
3,4.383771043473921,Epsilon-Greedy
3,4.026143600354099,Epsilon-Greedy
3,5.62681975325258,Epsilon-Greedy
3,3.748324186139442,Epsilon-Greedy
3,5.480488249696931,Epsilon-Greedy
3,3.4367198705318476,Epsilon-Greedy
3,4.450934033279941,Epsilon-Greedy
3,4.446054959234687,Epsilon-Greedy
3,3.4728059981537056,Epsilon-Greedy
3,4.50573496306742,Epsilon-Greedy
3,5.37945047368969,Epsilon-Greedy
3,4.8242975766927625,Epsilon-Greedy
3,2.364418118986075,Epsilon-Greedy
3,4.221783767276864,Epsilon-Greedy
3,4.240979030848381,Epsilon-Greedy
3,3.1691096970406125,Epsilon-Greedy
3,4.065504071869158,Epsilon-Greedy
3,5.564200990583732,Epsilon-Greedy
3,4.37492001407688,Epsilon-Greedy
3,2.5579821956106974,Epsilon-Greedy
3,4.299872826718952,Epsilon-Greedy
3,3.3416351782555322,Epsilon-Greedy
3,4.228970184660309,Epsilon-Greedy
3,5.008534275414172,Epsilon-Greedy
3,4.46084614668138,Epsilon-Greedy
3,3.378514863736212,Epsilon-Greedy
3,4.119837013245148,Epsilon-Greedy
3,2.545858116210096,Epsilon-Greedy
3,3.2372225312492726,Epsilon-Greedy
3,5.520542405103917,Epsilon-Greedy
3,4.698502867041371,Epsilon-Greedy
3,3.254379676474848,Epsilon-Greedy
3,4.388832025084163,Epsilon-Greedy
3,3.6769357442418364,Epsilon-Greedy
3,2.811419463027512,Epsilon-Greedy
3,3.963150375704881,Epsilon-Greedy
3,3.8227982789218817,Epsilon-Greedy
3,4.273713189516234,Epsilon-Greedy
3,4.1833268328721696,Epsilon-Greedy
3,4.003487562847815,Epsilon-Greedy
3,2.8508684255791845,Epsilon-Greedy
3,3.7733401496209176,Epsilon-Greedy
3,4.10409130093492,Epsilon-Greedy
3,4.401472583569158,Epsilon-Greedy
3,3.0564189175571013,Epsilon-Greedy
3,3.9187172780949564,Epsilon-Greedy
3,4.729936151800275,Epsilon-Greedy
3,3.287507385223729,Epsilon-Greedy
3,4.255526398634548,Epsilon-Greedy
3,2.45214023835919,Epsilon-Greedy
3,4.927688583780929,Epsilon-Greedy
3,3.117545467124774,Epsilon-Greedy
3,4.02106966150008,Epsilon-Greedy
3,2.6936660809526716,Epsilon-Greedy
3,5.109007758139203,Epsilon-Greedy
3,3.239483889788356,Epsilon-Greedy
3,4.434088674148265,Epsilon-Greedy
3,4.83877433758436,Epsilon-Greedy
3,5.061301646525015,Epsilon-Greedy
3,4.198834704925734,Epsilon-Greedy
3,3.627610452263693,Epsilon-Greedy
3,1.831228272035395,Epsilon-Greedy
3,6.398761831442606,Epsilon-Greedy
3,4.531811159460743,Epsilon-Greedy
3,3.5844196658651337,Epsilon-Greedy
3,3.6898075194925433,Epsilon-Greedy
3,2.2535980099378037,Epsilon-Greedy
3,2.0238928387087625,Epsilon-Greedy
3,5.987927772450444,Epsilon-Greedy
3,3.5577257839776792,Epsilon-Greedy
3,4.470960938673388,Epsilon-Greedy
3,2.9449879457438404,Epsilon-Greedy
3,3.5272433089598576,Epsilon-Greedy
3,4.288365069035995,Epsilon-Greedy
3,3.1110127027271,Epsilon-Greedy
3,4.618778192515135,Epsilon-Greedy
3,3.7456649465930423,Epsilon-Greedy
3,2.560488333323041,Epsilon-Greedy
3,4.544507109017168,Epsilon-Greedy
3,1.9640420453730667,Epsilon-Greedy
3,3.2059325753076875,Epsilon-Greedy
3,3.7139120505851944,Epsilon-Greedy
3,5.549509776041898,Epsilon-Greedy
3,4.463624235177278,Epsilon-Greedy
3,4.846395531224249,Epsilon-Greedy
3,2.9003575623565023,Epsilon-Greedy
3,4.716655437901279,Epsilon-Greedy
3,3.5676595839439256,Epsilon-Greedy
3,3.567388351374324,Epsilon-Greedy
3,4.638468028031304,Epsilon-Greedy
3,4.133666915931542,Epsilon-Greedy
3,2.8212495188910305,Epsilon-Greedy
3,4.366208953688641,Epsilon-Greedy
3,2.4010741436529974,Epsilon-Greedy
3,3.9169974531564593,Epsilon-Greedy
3,4.375356701578598,Epsilon-Greedy
3,4.40219694126721,Epsilon-Greedy
3,4.828737730595078,Epsilon-Greedy
3,3.9170832755746945,Epsilon-Greedy
3,2.9614972559431934,Epsilon-Greedy
3,3.73866507447454,Epsilon-Greedy
3,3.7714424417501133,Epsilon-Greedy
3,4.059846490523202,Epsilon-Greedy
3,4.209123721729839,Epsilon-Greedy
3,4.347495293866142,Epsilon-Greedy
3,4.3644593912340195,Epsilon-Greedy
3,3.7757586809995645,Epsilon-Greedy
3,3.1999729875019653,Epsilon-Greedy
3,3.9744050956060315,Epsilon-Greedy
3,3.059186181960307,Epsilon-Greedy
3,4.60110874107989,Epsilon-Greedy
3,4.042750514960943,Epsilon-Greedy
3,3.7725955542635345,Epsilon-Greedy
3,4.674399151841423,Epsilon-Greedy
3,5.567053480888632,Epsilon-Greedy
3,3.0989255983638833,Epsilon-Greedy
3,4.078436131408032,Epsilon-Greedy
3,3.0096723332195396,Epsilon-Greedy
3,3.75176189405868,Epsilon-Greedy
3,4.2109535292314595,Epsilon-Greedy
3,4.938694738020571,Epsilon-Greedy
3,4.459543991148969,Epsilon-Greedy
3,3.3995730795283383,Epsilon-Greedy
3,4.674875893571793,Epsilon-Greedy
3,2.5701440697985616,Epsilon-Greedy
3,4.25940862807115,Epsilon-Greedy
3,4.526545611413992,Epsilon-Greedy
3,3.804768586288213,Epsilon-Greedy
3,3.011067679095424,Epsilon-Greedy
3,5.444220908328923,Epsilon-Greedy
3,3.5830686709175046,Epsilon-Greedy
3,4.747513702039577,Epsilon-Greedy
3,4.567717860870298,Epsilon-Greedy
3,4.330832823408779,Epsilon-Greedy
3,5.603960768447436,Epsilon-Greedy
3,3.8205265129591774,Epsilon-Greedy
3,3.2247222761367382,Epsilon-Greedy
3,3.961880179053741,Epsilon-Greedy
3,4.060127605157427,Epsilon-Greedy
3,4.671864254095938,Epsilon-Greedy
3,4.924921801713959,Epsilon-Greedy
3,3.212911494667925,Epsilon-Greedy
3,4.0794743056165155,Epsilon-Greedy
3,5.459139450780745,Epsilon-Greedy
3,3.377605802980157,Epsilon-Greedy
3,3.6775043229659516,Epsilon-Greedy
3,4.685248503444115,Epsilon-Greedy
3,4.525323953302198,Epsilon-Greedy
3,2.626599179891831,Epsilon-Greedy
3,3.208818531195255,Epsilon-Greedy
3,5.045850710310075,Epsilon-Greedy
3,2.759394709502638,Epsilon-Greedy
3,3.323398842959219,Epsilon-Greedy
3,4.4392488108022645,Epsilon-Greedy
3,4.613096080627742,Epsilon-Greedy
3,2.6770744139505176,Epsilon-Greedy
3,4.982159902098315,Epsilon-Greedy
3,4.442744540001912,Epsilon-Greedy
3,5.413881684926099,Epsilon-Greedy
3,3.0878159311943714,Epsilon-Greedy
3,5.847222959361395,Epsilon-Greedy
3,6.250328084939795,Epsilon-Greedy
3,4.108735530909468,Epsilon-Greedy
3,4.845802668353679,Epsilon-Greedy
3,4.399504209338448,Epsilon-Greedy
3,3.938469249338016,Epsilon-Greedy
3,3.0076440956675006,Epsilon-Greedy
3,2.967168044705995,Epsilon-Greedy
3,2.9792884262623183,Epsilon-Greedy
3,4.155313333997333,Epsilon-Greedy
3,3.103825709580364,Epsilon-Greedy
3,3.307002860792881,Epsilon-Greedy
3,4.726916861200138,Epsilon-Greedy
3,5.678661624236732,Epsilon-Greedy
3,3.4568290864558064,Epsilon-Greedy
3,4.409874552844129,Epsilon-Greedy
3,4.556850168388232,Epsilon-Greedy
3,5.115130859222383,Epsilon-Greedy
3,5.613100451057074,Epsilon-Greedy
3,5.4644703646521355,Epsilon-Greedy
3,1.9529048929786401,Epsilon-Greedy
3,3.8319074198076577,Epsilon-Greedy
3,3.371762799964813,Epsilon-Greedy
3,4.677429681522848,Epsilon-Greedy
3,4.33204480434689,Epsilon-Greedy
3,3.274343851302574,Epsilon-Greedy
3,3.093413939776611,Epsilon-Greedy
3,5.576386098916958,Epsilon-Greedy
3,3.339882398237152,Epsilon-Greedy
3,5.35981824093443,Epsilon-Greedy
3,5.84883153989902,Epsilon-Greedy
3,3.729206925543529,Epsilon-Greedy
3,4.028820916676176,Epsilon-Greedy
3,2.979228783297365,Epsilon-Greedy
3,3.4923112877030724,Epsilon-Greedy
3,2.4114420051296532,Epsilon-Greedy
3,4.168994950668662,Epsilon-Greedy
3,4.353739919683333,Epsilon-Greedy
3,3.861547633248898,Epsilon-Greedy
3,5.29227577788532,Epsilon-Greedy
3,4.5571187885842335,Epsilon-Greedy
3,5.246602287244065,Epsilon-Greedy
3,2.739087618372223,Epsilon-Greedy
3,5.3423477834228805,Epsilon-Greedy
3,2.5172209848915763,Epsilon-Greedy
3,3.37912696973169,Epsilon-Greedy
3,3.413606708335867,Epsilon-Greedy
3,2.7777593749414997,Epsilon-Greedy
3,5.288642048095215,Epsilon-Greedy
3,3.2133917080301115,Epsilon-Greedy
3,4.060996795006086,Epsilon-Greedy
3,5.1390857117368425,Epsilon-Greedy
3,2.5263336136664805,Epsilon-Greedy
3,5.35842487573552,Epsilon-Greedy
3,2.3515911426040246,Epsilon-Greedy
3,4.590330476153571,Epsilon-Greedy
3,4.947684393549026,Epsilon-Greedy
3,3.7808878739859537,Epsilon-Greedy
3,5.630940940380759,Epsilon-Greedy
3,5.13112963951102,Epsilon-Greedy
3,3.6062474010148464,Epsilon-Greedy
3,5.5814720850158075,Epsilon-Greedy
3,2.2309818775745995,Epsilon-Greedy
3,5.873667538351265,Epsilon-Greedy
3,2.4938951099447255,Epsilon-Greedy
3,3.7787755676185006,Epsilon-Greedy
3,3.9367224398422875,Epsilon-Greedy
3,2.6351517584055673,Epsilon-Greedy
3,4.880038630278109,Epsilon-Greedy
3,4.420513312257554,Epsilon-Greedy
3,3.9929643089782303,Epsilon-Greedy
3,2.4546515342219024,Epsilon-Greedy
3,3.965618476860607,Epsilon-Greedy
3,2.938140892562198,Epsilon-Greedy
3,3.133740969551269,Epsilon-Greedy
3,3.7141068254375225,Epsilon-Greedy
3,2.9096493794897746,Epsilon-Greedy
3,2.4531879242136636,Epsilon-Greedy
3,4.61522195334446,Epsilon-Greedy
3,3.4271543810591725,Epsilon-Greedy
3,5.185784315780046,Epsilon-Greedy
3,4.36857409639964,Epsilon-Greedy
3,1.1792917757697894,Epsilon-Greedy
3,3.202049047225505,Epsilon-Greedy
3,3.097907450519317,Epsilon-Greedy
3,2.8353412593922322,Epsilon-Greedy
3,2.5311469401713387,Epsilon-Greedy
3,3.3458083069944036,Epsilon-Greedy
3,3.582253630821821,Epsilon-Greedy
3,4.837671612583653,Epsilon-Greedy
3,4.312825470761113,Epsilon-Greedy
3,2.3879912787735567,Epsilon-Greedy
3,4.068295433374449,Epsilon-Greedy
3,2.7332832073102313,Epsilon-Greedy
3,4.998335060572409,Epsilon-Greedy
3,3.7875787397287204,Epsilon-Greedy
3,2.9201904204207776,Epsilon-Greedy
3,3.4912606238647292,Epsilon-Greedy
3,5.6441878867411495,Epsilon-Greedy
3,3.1984926264686933,Epsilon-Greedy
3,2.1001873255323,Epsilon-Greedy
3,3.564873403088022,Epsilon-Greedy
3,2.39214546297423,Epsilon-Greedy
3,3.513146663518012,Epsilon-Greedy
3,4.05821445243465,Epsilon-Greedy
3,3.9347968871583525,Epsilon-Greedy
3,3.8727795822013653,Epsilon-Greedy
3,3.8824355581177605,Epsilon-Greedy
3,4.586706551603965,Epsilon-Greedy
3,4.344499275198477,Epsilon-Greedy
3,2.0303887316968217,Epsilon-Greedy
3,3.527814473340727,Epsilon-Greedy
3,3.878400482806639,Epsilon-Greedy
3,3.779336768824343,Epsilon-Greedy
3,2.0602083084912843,Epsilon-Greedy
3,3.8510137887985687,Epsilon-Greedy
3,4.168718311233032,Epsilon-Greedy
3,3.728540557229229,Epsilon-Greedy
3,3.527530604292058,Epsilon-Greedy
3,4.786657549569845,Epsilon-Greedy
3,3.3807862169828606,Epsilon-Greedy
3,2.5159972538884237,Epsilon-Greedy
3,5.000558850025105,Epsilon-Greedy
3,4.513210732762257,Epsilon-Greedy
3,4.646520588291304,Epsilon-Greedy
3,2.6161894757439286,Epsilon-Greedy
3,3.693067369146685,Epsilon-Greedy
3,5.320600584525307,Epsilon-Greedy
3,2.819449638708066,Epsilon-Greedy
3,4.245516974934621,Epsilon-Greedy
3,5.322244514291661,Epsilon-Greedy
3,3.852662235252918,Epsilon-Greedy
3,4.179442416039203,Epsilon-Greedy
3,3.6844258755757915,Epsilon-Greedy
3,3.9015112104931737,Epsilon-Greedy
3,3.179048486888115,Epsilon-Greedy
3,3.558297913512648,Epsilon-Greedy
3,3.9775749386837553,Epsilon-Greedy
3,4.6438283136368455,Epsilon-Greedy
3,5.439163136227066,Epsilon-Greedy
3,4.760135996993342,Epsilon-Greedy
3,4.343862041133263,Epsilon-Greedy
3,3.2345308372673767,Epsilon-Greedy
3,3.157220135927901,Epsilon-Greedy
3,3.4715735422788794,Epsilon-Greedy
3,5.168608697799003,Epsilon-Greedy
3,3.37002404900667,Epsilon-Greedy
3,4.467162972362908,Epsilon-Greedy
3,3.5240925742246385,Epsilon-Greedy
3,5.301302000418129,Epsilon-Greedy
3,2.187445782527748,Epsilon-Greedy
3,3.7537129007606898,Epsilon-Greedy
3,3.8328257098647622,Epsilon-Greedy
3,3.092023633190979,Epsilon-Greedy
3,4.556271742987932,Epsilon-Greedy
3,3.3956249408101873,Epsilon-Greedy
3,3.630473392568099,Epsilon-Greedy
3,3.8655707651674933,Epsilon-Greedy
3,4.514533373761761,Epsilon-Greedy
3,4.228856232155616,Epsilon-Greedy
3,5.023843332839722,Epsilon-Greedy
3,4.294183002349037,Epsilon-Greedy
3,3.3604621820517657,Epsilon-Greedy
3,5.23045852029013,Epsilon-Greedy
3,4.756559269789568,Epsilon-Greedy
3,4.996574132779248,Epsilon-Greedy
3,5.2288206901649765,Epsilon-Greedy
3,2.181521690814443,Epsilon-Greedy
3,2.6145321369722447,Epsilon-Greedy
3,4.6024760945105845,Epsilon-Greedy
3,4.9439380113059865,Epsilon-Greedy
3,3.938793866140905,Epsilon-Greedy
3,3.025060113792732,Epsilon-Greedy
3,3.7968286012264096,Epsilon-Greedy
3,3.7416608348432234,Epsilon-Greedy
3,5.7029326198832795,Epsilon-Greedy
3,3.3740010473479223,Epsilon-Greedy
3,2.7371114125536744,Epsilon-Greedy
3,5.469785725739845,Epsilon-Greedy
3,3.0265723022285114,Epsilon-Greedy
3,3.1574685081816636,Epsilon-Greedy
3,3.497258663482234,Epsilon-Greedy
3,3.4147612028622105,Epsilon-Greedy
3,3.693872219589963,Epsilon-Greedy
3,4.302171777458299,Epsilon-Greedy
3,3.9280182012852753,Epsilon-Greedy
3,4.033795187032657,Epsilon-Greedy
3,4.2359846646416885,Epsilon-Greedy
3,2.5343995569989803,Epsilon-Greedy
3,2.786427585536217,Epsilon-Greedy
3,4.358125986248869,Epsilon-Greedy
3,3.02838710284529,Epsilon-Greedy
3,2.8410126161585953,Epsilon-Greedy
3,4.969585110901917,Epsilon-Greedy
3,3.347464054302068,Epsilon-Greedy
3,2.5406348904359044,Epsilon-Greedy
3,2.4649245450438952,Epsilon-Greedy
3,3.610108021779794,Epsilon-Greedy
3,4.94229584508169,Epsilon-Greedy
3,5.265808690998826,Epsilon-Greedy
3,3.4398799192341,Epsilon-Greedy
3,4.693978764111133,Epsilon-Greedy
3,3.0952462160433614,Epsilon-Greedy
3,4.536858352054851,Epsilon-Greedy
3,4.218198275415727,Epsilon-Greedy
3,3.7601998726325268,Epsilon-Greedy
3,3.637711056785456,Epsilon-Greedy
3,4.172691637069325,Epsilon-Greedy
3,3.3128308336608705,Epsilon-Greedy
3,6.008065499223083,Epsilon-Greedy
3,5.572394112549816,Epsilon-Greedy
3,3.8332939670654196,Epsilon-Greedy
3,4.252390494657535,Epsilon-Greedy
3,3.616301175147781,Epsilon-Greedy
3,5.484787650831332,Epsilon-Greedy
3,2.0510616427126376,Epsilon-Greedy
3,4.060747320290195,Epsilon-Greedy
3,4.080675966043383,Epsilon-Greedy
3,2.773043343014045,Epsilon-Greedy
3,4.412792018479855,Epsilon-Greedy
3,3.549693292898046,Epsilon-Greedy
3,2.5842327777255347,Epsilon-Greedy
3,3.913504737306027,Epsilon-Greedy
3,2.6528178959049056,Epsilon-Greedy
3,3.2798912175237316,Epsilon-Greedy
3,4.564391174017537,Epsilon-Greedy
3,3.495129841310011,Epsilon-Greedy
3,4.2276228958524555,Epsilon-Greedy
3,3.1740166965836076,Epsilon-Greedy
3,4.062781318927617,Epsilon-Greedy
3,4.596633282694504,Epsilon-Greedy
3,3.7761891372465954,Epsilon-Greedy
3,5.095322148967876,Epsilon-Greedy
3,3.50991273955593,Epsilon-Greedy
3,5.787628121225457,Epsilon-Greedy
3,4.187213192979059,Epsilon-Greedy
3,2.4742086943523147,Epsilon-Greedy
3,3.277560198326833,Epsilon-Greedy
3,3.3675862497557567,Epsilon-Greedy
3,5.515525730028566,Epsilon-Greedy
3,3.928903816150229,Epsilon-Greedy
3,5.556365679561081,Epsilon-Greedy
3,3.9134937109496213,Epsilon-Greedy
3,3.7444296153072423,Epsilon-Greedy
3,3.058334502811389,Epsilon-Greedy
3,3.938751724448505,Epsilon-Greedy
3,5.1389502695216756,Epsilon-Greedy
3,3.928730414829471,Epsilon-Greedy
3,5.1477539155691865,Epsilon-Greedy
3,5.087947011582616,Epsilon-Greedy
3,6.2666662747250665,Epsilon-Greedy
3,3.7878189900725125,Epsilon-Greedy
3,3.2483786428092944,Epsilon-Greedy
3,2.7381643298567697,Epsilon-Greedy
3,4.86721124867401,Epsilon-Greedy
3,5.267780415489272,Epsilon-Greedy
3,5.55112486325957,Epsilon-Greedy
3,3.167240104311998,Epsilon-Greedy
3,4.626935993694388,Epsilon-Greedy
3,3.45287919090298,Epsilon-Greedy
3,4.119185449489733,Epsilon-Greedy
3,4.292508134822091,Epsilon-Greedy
3,2.3189119984881104,Epsilon-Greedy
3,3.2113404369347784,Epsilon-Greedy
3,4.521120978028561,Epsilon-Greedy
3,2.7277367449762644,Epsilon-Greedy
3,2.594434166113352,Epsilon-Greedy
3,2.91982581946131,Epsilon-Greedy
3,3.9245161722328925,Epsilon-Greedy
3,3.3246348655489433,Epsilon-Greedy
3,4.4903113549623805,Epsilon-Greedy
3,5.356858934066198,Epsilon-Greedy
3,3.2514406142851078,Epsilon-Greedy
3,4.305078442574649,Epsilon-Greedy
3,2.6084886196519426,Epsilon-Greedy
3,4.301110416167064,Epsilon-Greedy
3,5.420466009344234,Epsilon-Greedy
3,6.091367891963998,Epsilon-Greedy
3,4.205867631654952,Epsilon-Greedy
3,3.708148559039262,Epsilon-Greedy
3,5.076418199108965,Epsilon-Greedy
3,5.0343848970227745,Epsilon-Greedy
3,4.100637717282606,Epsilon-Greedy
3,3.8764363105458663,Epsilon-Greedy
3,3.9711717363286674,Epsilon-Greedy
3,3.994501816325943,Epsilon-Greedy
3,4.843129800334455,Epsilon-Greedy
3,3.8228723566477196,Epsilon-Greedy
3,4.864107197203565,Epsilon-Greedy
3,3.7251666338022815,Epsilon-Greedy
3,4.122711940877942,Epsilon-Greedy
3,4.7089676378480165,Epsilon-Greedy
3,3.822479676623888,Epsilon-Greedy
3,4.074567495153339,Epsilon-Greedy
3,3.7307546641493556,Epsilon-Greedy
3,2.970955529847809,Epsilon-Greedy
3,4.502633363085679,Epsilon-Greedy
3,3.54613928610654,Epsilon-Greedy
3,4.918227453181142,Epsilon-Greedy
3,3.6560743358487087,Epsilon-Greedy
3,3.8744030522943027,Epsilon-Greedy
3,2.826952386121161,Epsilon-Greedy
3,4.172088255013225,Epsilon-Greedy
3,3.917004802447424,Epsilon-Greedy
3,4.507704157486376,Epsilon-Greedy
3,3.1291421645163244,Epsilon-Greedy
3,2.6422760887113035,Epsilon-Greedy
3,2.1118935947618525,Epsilon-Greedy
3,2.4517755943138972,Epsilon-Greedy
3,1.235983707244864,Epsilon-Greedy
3,4.563921961841101,Epsilon-Greedy
3,3.2274333606519336,Epsilon-Greedy
3,3.9461406621048107,Epsilon-Greedy
3,3.08985921706584,Epsilon-Greedy
3,2.3776025981754936,Epsilon-Greedy
3,4.569709912680789,Epsilon-Greedy
3,4.548587807808973,Epsilon-Greedy
3,2.9694816191467117,Epsilon-Greedy
3,4.473835797243138,Epsilon-Greedy
3,5.136119203459881,Epsilon-Greedy
3,5.642257116603238,Epsilon-Greedy
3,4.905793072117075,Epsilon-Greedy
3,3.842959011772289,Epsilon-Greedy
3,4.343242897885503,Epsilon-Greedy
3,4.17635380178312,Epsilon-Greedy
3,2.4204786851246545,Epsilon-Greedy
3,2.747653715490755,Epsilon-Greedy
3,5.038374748485971,Epsilon-Greedy
3,5.246214325532481,Epsilon-Greedy
3,5.097694426631077,Epsilon-Greedy
3,3.4248993218496038,Epsilon-Greedy
3,3.4296551116386613,Epsilon-Greedy
3,5.218128407049473,Epsilon-Greedy
